movieId,genome_tags_top20
31116,war|best war films|world war i|true story|wartime|war movie|courage|new york|based on a true story|oscar (best actor)|oscar (best directing)|biographical|wwii|based on true story|drinking|dramatic|factual|mentor|biopic|oscar
31123,comedy|french|prison escape|france|crime|very funny|good|original|hilarious|clever|funny|chase|prison|caper|great movie|great|catastrophe
31133,horror|supernatural|war|world war i|german|scary|original|creepy|claustrophobic|best war films
31148,loneliness|mentor|life|poland|weird|original|depressing|harsh|funny|social commentary|good soundtrack|imdb top 250|reflective
31150,wizards|surreal|allegory|animation|fantasy|good versus evil|weird|psychedelic|surrealism|fantasy world|nazi|world war ii|fascism|dark fantasy|cult classic
31156,police investigation|private detective|comedy|original|detective|gangsters|murder|mad scientist|gangster|great movie|good|special effects
31160,hotel|murder mystery|police investigation|comedy|goofy|mystery|murder|investigation|family|funny|original|fight scenes|very funny|good|light|chase|oscar (best actress)|great movie|clever|macabre
31162,biographical|biopic|biography|life|eccentricity|drama|original|mentor
31184,cyberpunk|future|futuristic|technology|anime|post-apocalyptic|cyborgs|sci-fi|visually stunning|scifi|visual|action|post apocalyptic|computer animation|sci fi|science fiction|based on a comic|dynamic cgi action|robots|animation
31188,catholicism|god|criterion|christianity|religion|surrealism|surreal|weird|jesus|christian|atheism|islam|biblical|enigmatic|talky|spain
31193,cartoon|disney animated feature|based on book|animation|adapted from:book|classic|disney|cute|childhood|sweet|original|whimsical|animated|children|cute!|rabbits|fun movie|friendship|nostalgic|kids
31221,super hero|superhero|superheroes|based on a comic|adapted from:comic|comic book|martial arts|action|marvel|super-hero|fight scenes|ninja|based on comic|heroine in tight suit|big budget|comics|single father|bad cgi|horrible|mentor
31223,talking animals|racing|animals|kids and family|animal movie|horses|family|race|animation|computer animation|animated|kids|predictable|mentor
31225,sports|high school|mentor|inspirational|based on true story|basketball|based on a true story|inspiring|teacher|teen|pg-13|true story|teen movie|hip hop|feel-good|underdog|school|good
31251,science|science fiction|sci fi|original
31255,espionage|70mm|cold war|submarine|tom clancy|spying|spies|suspense|based on a book|spy|secrets|adventure|russian|chase|gunfight|special effects|irish accent|action|secret service|original
31260,mentor|childhood|sentimental|oscar (best actor)|runaway|homeless|redemption|original|oscar (best actress)
31263,pornography|spanish|spain|adultery|male nudity|visually appealing|weird|1970s|erotic|light|funny|comedy|death|nudity (full frontal)|very interesting|cinematography|nudity (full frontal - notable)|nudity (topless - notable)|melancholic|sexual
31270,sexual|social commentary|splatter|pornography|weird|horror|sexualized violence|cult classic|mad scientist|visceral|disturbing|obsession|low budget|sex|cult film|gory|allegory|zombie|grindhouse|macabre
31284,rock and roll|music|musical|love story|remake|original|so bad it's funny|weird|women
31309,criterion|drama|brothers|family drama|masterpiece|golden palm|tragedy|imdb top 250|great acting|italian|oscar (best directing)|cinematography|relationships|poverty|reflective|long|black and white|melancholic|enigmatic|downbeat
31347,poverty|greed|screwball comedy|satire|farce|comedy|working class|criterion|compassionate|1930s|workplace|social commentary|poignant|oscar (best supporting actress)
31349,witch|criterion|witches|screwball|screwball comedy
31359,islam|africa|women|fantasy world|criterion|rebellion|foreign|social commentary|high fantasy|beautifully filmed|harsh|storytelling|allegory|compassionate|original|runaway
31362,sex|pornography|sexy|unlikeable characters
31364,police investigation|serial killer|detective|investigation|crime|murder mystery|murder|brutality|imdb top 250|cinematography|police|masterpiece|corruption|drama|great ending|tense|foreign|great acting|vengeance|storytelling
31367,chase|car chase|kidnapping|silly fun|hostage|action|good action|comedy|cars|police|fun movie|fast paced
31374,criterion|marriage|based on a play|drinking|england|british comedy|black and white|oscar (best actress)
31408,gay|coming of age|gay character|glbt|homosexuality|friendship|queer|coming-of-age|love|bittersweet|germany|camp|homophobia|affectionate|melancholic|sexual|adolescence|unlikely friendships|sexuality|beautifully filmed
31410,germany|wwii|world war ii|nazis|german|nazi|history|oscar (best foreign language film)|imdb top 250|historical|bleak|tense|best war films|genocide|war|drama|dramatic|factual|oscar (best directing)|realistic
31420,remake|action|undercover cop|corruption|police|violence|police corruption|good action|brutality|gunfight|chase|action packed|original
31422,kids|children|road trip|family|predictable|kids and family
31424,adapted from:game|video game adaptation|based on a video game|idiotic|horrible|computer game|so bad it's funny|bad plot|video game|bad acting|predictable|pointless|alien|awful|original|big budget|so bad it's good|action|mad scientist|monsters
31427,surprise ending|imaginary friend|twist ending|single father|alternate endings|suspense|supernatural|psychological|twist|horror|thriller|creepy|plot twist|predictable|bad ending|original|suspenseful|great ending
31429,space travel|nasa|70mm|ocean|space program|space|underwater|visual|alien|technology|animals|narrated|aliens|futuristic|science|oscar|science fiction|very interesting
31431,horror|creepy|pointless|supernatural|scary|original|predictable|psychological|bad cgi|idiotic|bad ending|great ending
31433,chick flick|romantic comedy|romantic|girlie movie|wedding|good romantic comedies|romance|happy ending|love story|relationships
31435,disability|touching|great acting|heartbreaking|unlikely friendships|friendship|emotional|drama|irish accent|original|heartwarming|poignant|irish|sentimental|bittersweet|dramatic|powerful ending|independent film|inspirational|mentor
31437,tokyo|meditative|japan|heartbreaking|children|bleak|loneliness|intimate|melancholic|criterion|childhood|foreign|harsh|visually appealing|social commentary|reflective|long|cinematography|golden palm|storytelling
31445,surprise ending|twists & turns|good soundtrack|twist ending|bad ending|independent film|plot twist|twist|bank robbery|great ending|heist|original|watch the credits
31467,biography|biographical|oscar (best actress)|good soundtrack|dramatic|corruption|oscar|oscar (best directing)|original|based on a play
31485,oscar (best cinematography)|gunfight|western|desert|oscar (best directing)|moral ambiguity|mexico|chase|classic|scenic|great movie|great|action|adventure|texas|original|weapons|greed|cinematography|affectionate
31502,vampires|small town|based on a book|vampire|horror|creepy|splatter|adapted from:book|original|adaptation|atmospheric|based on book|suspense|supernatural|eerie
31522,germany|criterion|intimate|world war ii|allegory|german|relationships|loneliness|reflective|stylized|melancholic|golden palm|talky|wwii|enigmatic|bittersweet|marriage|bleak|melancholy|original
31524,criterion|talky|relationships|loneliness|enigmatic|claustrophobic|intimate|stylized|germany|fashion|melancholic|affectionate|reflective|obsession|cinematography|cerebral|golden palm|weird|sexual|very interesting
31528,adventure|brothers|desert|africa|foreign|imdb top 250|epic|classic|oscar (best directing)|black and white|courage|war|criterion|forceful|great movie|dramatic|original|family bonds|great|story
31539,documentary|rags to riches|hollywood|movie business|independent film|honest|greed|original|talky|highly quotable|california|business|eccentricity|corruption|criterion|off-beat comedy|interesting|brutality|family|los angeles
31545,prison escape|criterion|prison|tense|masterpiece|dramatic|imdb top 250|claustrophobic|cinematography|black and white|talky|bleak|existentialism|drama|betrayal|melancholic|working class|golden palm|based on a true story|enigmatic
31547,narrated|oil|documentary|intimate|gulf war|visual|art|cinematography|criterion|enigmatic|photography|weird|talky|greed|art house|golden palm|breathtaking|stylized|surreal|cerebral
31553,video game adaptation|based on a video game|computer game|video game|videogame|los angeles|silly fun|martial arts|so bad it's funny|bad acting|video games|ninja|fight scenes|lame|original|stupid as hell|horrible|predictable|action
31555,alien|aliens|nasa|alien invasion|horrible|silly fun|so bad it's funny|family|product placement|space|idiotic|predictable|so bad it's good|mars|california|lame
31584,germany|world war ii|nazis|wartime|nazi|wwii|jews|holocaust|jewish|anti-semitism|german|israel|poland|berlin|propaganda|family drama|women|oscar (best foreign language film)|family bonds|melancholic
31588,criterion|bleak|love|france|gangster|death|downbeat|paris|passionate|obsession|wine|relationships|black and white|reflective|social commentary|lyrical|forceful|french|enigmatic|intimate
31590,gangster|criterion|gangsters|crime|downbeat|film noir|noir|heist|bleak|mob|black and white|betrayal|tense|friendship|stylish|hitman|hit men|stylized|intimate|unlikely friendships
31617,70mm|epic|spain|historical|us history|medieval|civil war|visually appealing|sacrifice|cinematography|history|courage|spanish|oscar (best directing)|stunning|islam|great movie|dramatic|love story|destiny
31628,japan|adultery|tokyo|criterion|obsession|great
31658,fantasy world|imagination|wizards|oscar (best animated feature)|miyazaki|witch|animation|based on a book|magic|based on book|japan|studio ghibli|anime|fairy tale|visually stunning|fantasy|storytelling|imdb top 250|weird|original
31660,anime|cyberpunk|visually stunning|steampunk|alternate history|visual|animation|futuristic|england|visually appealing|london|computer animation|weapons|alternate reality|original|fantasy world|storytelling|japan|stylized|sci fi
31664,fight scenes|action|kung fu|romance|fighting|martial arts|hong kong|original|romantic
31685,romantic comedy|chick flick|romantic|comedy|girlie movie|good romantic comedies|happy ending|romance|funny|love|pg-13|cute|relationships|original|love story|feel-good|cute!|women|good|predictable
31687,cute|cute!|cartoon|disney|animation|children|kids|kids and family|talking animals|sweet
