tmdbId,tmdb_title,top_cast,cast_count,director,writers,producers,composer
287948,The Transporter Refueled,Ed Skrein|Ray Stevenson|Loan Chabanol|Gabriella Wright|Tatjana Pajković,27,Camille Delamarre,Luc Besson|Adam Cooper|Bill Collage,Luc Besson|Mark Gao,
7548,The Libertine,Johnny Depp|Samantha Morton|John Malkovich|Rosamund Pike|Paul Ritter,17,Laurence Dunmore,Stephen Jeffreys,John Malkovich|Lianne Halfon|Russell Smith,Michael Nyman
9075,Black Book,Carice van Houten|Sebastian Koch|Thom Hoffman|Halina Reijn|Waldemar Kobus,18,Paul Verhoeven,Paul Verhoeven|Gerard Soeteman,Jeroen Beker|Frans van Gestel,
11661,Joyeux Noël,Diane Kruger|Natalie Dessay|Benno Fürmann|Guillaume Canet|Gary Lewis,15,Christian Carion,Christian Carion,Christophe Rossignon,Philippe Rombi
109513,Hit & Run,Kristen Bell|Dax Shepard|Tom Arnold|Kristin Chenoweth|Michael Rosenbaum,18,Dax Shepard|David Palmer,Dax Shepard,Andrew Panay|Kim Waltrip|Nate Tuck,Julian Wass|Robert Mervak
12085,Mad Money,Diane Keaton|Queen Latifah|Katie Holmes|Ted Danson|Roger Cross,9,Callie Khouri,Glenn Gers,,James Newton Howard|Martin Davich
204922,Before I Go to Sleep,Nicole Kidman|Colin Firth|Mark Strong|Anne-Marie Duff|Jing Lusi,10,Rowan Joffe,Rowan Joffe,Avi Lerner|Mark Gill|Liza Marshall|Matthew O'Toole,Ed Shearmur
38985,Sorcerer,Roy Scheider|Bruno Cremer|Francisco Rabal|Amidou|Ramon Bieri,14,William Friedkin,Walon Green,William Friedkin,Tangerine Dream
44113,Stone,Frances Conroy|Robert De Niro|Edward Norton|Milla Jovovich|Enver Gjokaj,11,John Curran,Angus MacLachlan,,
21494,Moliere,Romain Duris|Fabrice Luchini|Edouard Baer|Ludivine Sagnier|Laura Morante,11,Laurent Tirard,Grégoire Vigneron|Laurent Tirard,,
164457,Out of the Furnace,Christian Bale|Zoe Saldana|Woody Harrelson|Sam Shepard|Willem Dafoe,41,Scott Cooper,Scott Cooper|Brad Ingelsby,Ridley Scott|Tony Scott|Leonardo DiCaprio|Michael Costigan|Ryan Kavanaugh,
4566,Michael Clayton,George Clooney|Tom Wilkinson|Tilda Swinton|Sydney Pollack|Michael O'Keefe,18,Tony Gilroy,Tony Gilroy,Sydney Pollack|Jennifer Fox|Steve Samuels|Kerry Orent,James Newton Howard
17795,My Fellow Americans,Jack Lemmon|James Garner|Dan Aykroyd|John Heard|Wilford Brimley,17,Peter Segal,Peter Tolan|E. Jack Kaplan|E. Jack Kaplan|Richard Chapman|Richard Chapman,,
1073,Arlington Road,Jeff Bridges|Tim Robbins|Joan Cusack|Hope Davis|Robert Gossett,16,Mark Pellington,Ehren Kruger,Tom Gorai|Marc Samuelson|Peter Samuelson,Angelo Badalamenti
153158,Underdogs,Juan José Campanella|Diego Ramos|Pablo Rago|Axel Kuschevatzky|David Masajnik,15,Juan José Campanella,Juan José Campanella|Eduardo Sacheri|Axel Kuschevatzky,,
81836,To Rome with Love,Ellen Page|Woody Allen|Jesse Eisenberg|Penélope Cruz|Alec Baldwin,17,Woody Allen,Woody Allen,,
10724,Firefox,Clint Eastwood|Freddie Jones|David Huffman|Warren Clarke|Ronald Lacey,54,Clint Eastwood,Wendell Wellman|Alex Lasker,Clint Eastwood,Maurice Jarre
9473,"South Park: Bigger, Longer & Uncut",Trey Parker|Matt Stone|Mary Kay Bergman|Isaac Hayes|George Clooney,19,Trey Parker,Trey Parker|Matt Stone|Pam Brady,Trey Parker|Matt Stone|Frank C. Agnone II,Marc Shaiman
2196,Death at a Funeral,Matthew Macfadyen|Keeley Hawes|Andy Nyman|Ewen Bremner|Daisy Donovan,14,Frank Oz,Dean Craig,Diana Phillips|Laurence Malkin|Share Stallings,
1499,Teenage Mutant Ninja Turtles III,Paige Turco|Stuart Wilson|Sab Shimono|Vivian Wu|Mark Caso,29,Stuart Gillard,Stuart Gillard,David Chan|Kim Dawson,
20857,Hardball,Keanu Reeves|Diane Lane|Michael B. Jordan|D. B. Sweeney|John Hawkes,21,Brian Robbins,John Gatins,,
82693,Silver Linings Playbook,Bradley Cooper|Jennifer Lawrence|Robert De Niro|Jacki Weaver|Chris Tucker,62,David O. Russell,David O. Russell,Bruce Cohen|Jonathan Gordon|Donna Gigliotti|Mark Kamine,Danny Elfman
1646,Freedom Writers,Hilary Swank|Scott Glenn|Imelda Staunton|Patrick Dempsey|Mario,28,Richard LaGravenese,Richard LaGravenese,Danny DeVito|Michael Shamberg|Stacey Sher,
44944,For Colored Girls,Kimberly Elise|Janet Jackson|Loretta Devine|Thandie Newton|Anika Noni Rose,16,Tyler Perry,Tyler Perry,Paul Hall,
4108,The Transporter,Jason Statham|Shu Qi|François Berléand|Matt Schulze|Ric Young,13,Louis Leterrier|Corey Yuen Kwai,Luc Besson|Robert Mark Kamen,Luc Besson|Steve Chasman,Stanley Clarke
8456,Never Back Down,Sean Faris|Amber Heard|Cam Gigandet|Djimon Hounsou|Evan Peters,10,Jeff Wadlow,Chris Hauty,Craig Baumgarten|David Zelon,
7341,The Rage: Carrie 2,Emily Bergl|Jason London|Amy Irving|J. Smith-Cameron|Dylan Bruno,42,Katt Shea,Rafael Moreu,Paul Monash,Danny B. Harvey
19255,Away We Go,John Krasinski|Maya Rudolph|Carmen Ejogo|Catherine O'Hara|Jeff Daniels,17,Sam Mendes,Dave Eggers|Vendela Vida,Edward Saxon|Peter Saraf|Marc Turtletaub,Alexi Murdoch
10187,Swing Vote,Kevin Costner|Madeline Carroll|Paula Patton|Kelsey Grammer|Dennis Hopper,28,Joshua Michael Stern,Joshua Michael Stern|Jason Richman,Kevin Costner|Jim Wilson,
31005,Moonlight Mile,Jake Gyllenhaal|Dustin Hoffman|Susan Sarandon|Aleksia Landeau|Ellen Pompeo,16,Brad Silberling,Brad Silberling,Mark Johnson|Brad Silberling,
49517,Tinker Tailor Soldier Spy,John Hurt|Gary Oldman|Kathy Burke|Benedict Cumberbatch|Colin Firth,31,Tomas Alfredson,Peter Straughan|Bridget O'Connor,Tim Bevan|Eric Fellner|Robyn Slovo,Alberto Iglesias
44857,Molly,Elisabeth Shue|Aaron Eckhart|Jill Hennessy|Thomas Jane|D.W. Moffett,16,John Duigan,Dick Christie,William J. MacDonald,
50780,The Beaver,Jodie Foster|Mel Gibson|Jennifer Lawrence|Anton Yelchin|Zachary Booth,7,Jodie Foster,Kyle Killen,Steve Golin|Ann Ruark|Keith Redmon,
16363,The Best Little Whorehouse in Texas,Burt Reynolds|Dolly Parton|Dom DeLuise|Charles Durning|Jim Nabors,37,Colin Higgins,Peter Masterson|Larry L. King,Edward K. Milkis|Thomas L. Miller|Robert L. Boyett,Patrick Williams|Carol Hall
1946,eXistenZ,Jennifer Jason Leigh|Jude Law|Ian Holm|Willem Dafoe|Don McKellar,17,David Cronenberg,David Cronenberg,David Cronenberg|András Hámori|Robert Lantos,Howard Shore
85,Raiders of the Lost Ark,Harrison Ford|Karen Allen|Paul Freeman|Ronald Lacey|John Rhys-Davies,50,Steven Spielberg,George Lucas|Philip Kaufman|Lawrence Kasdan,Frank Marshall,John Williams
772,Home Alone 2: Lost in New York,Macaulay Culkin|Joe Pesci|Catherine O'Hara|Daniel Stern|John Heard,18,Chris Columbus,John Hughes,John Hughes,John Williams
840,Close Encounters of the Third Kind,Richard Dreyfuss|François Truffaut|Teri Garr|Melinda Dillon|Bob Balaban,59,Steven Spielberg,Steven Spielberg|Matthew Robbins|Hal Barwood|Jerry Belson|John Hill,Clark L. Paylow|Julia Phillips|Michael Phillips,John Williams
9682,Pulse,Kristen Bell|Ian Somerhalder|Christina Milian|Rick Gonzalez|Jonathan Tucker,15,Jim Sonzero,,,Elia Cmiral
96,Beverly Hills Cop II,Eddie Murphy|Judge Reinhold|John Ashton|Ronny Cox|Paul Reiser,27,Tony Scott,Eddie Murphy|Robert D. Wachs|Larry Ferguson|Warren Skaaren,Jerry Bruckheimer|Don Simpson,Harold Faltermeyer
10678,Bringing Down the House,Steve Martin|Queen Latifah|Eugene Levy|Joan Plowright|Jean Smart,59,Adam Shankman,Shane West|Jason Filardi,Ashok Amritraj|David Hoberman,Lalo Schifrin
274,The Silence of the Lambs,Jodie Foster|Anthony Hopkins|Scott Glenn|Ted Levine|Anthony Heald,59,Jonathan Demme,Ted Tally,Ronald M. Bozman|Edward Saxon|Kenneth Utt,Howard Shore
8872,Wayne's World,Mike Myers|Dana Carvey|Rob Lowe|Tia Carrere|Lara Flynn Boyle,18,Penelope Spheeris,,Lorne Michaels,J. Peter Robinson
16290,Jackass 3D,Johnny Knoxville|Bam Margera|Ryan Dunn|Steve-O|Chris Pontius,42,Jeff Tremaine,Spike Jonze|Johnny Knoxville|Preston Lacy,Spike Jonze|Johnny Knoxville|Jeff Tremaine,Amjad Albasel
579,Jaws 2,Roy Scheider|Lorraine Gary|Murray Hamilton|Joseph Mascolo|Jeffrey Kramer,20,Jeannot Szwarc,Peter Benchley|Carl Gottlieb|Howard Sackler,Richard D. Zanuck|David Brown,John Williams
14405,Beverly Hills Chihuahua,Drew Barrymore|Piper Perabo|Andy García|George Lopez|Paul Rodríguez,12,Raja Gosnell,Jeffrey Bushell,,
138843,The Conjuring,Patrick Wilson|Vera Farmiga|Lili Taylor|Ron Livingston|Shanley Caswell,23,James Wan,Carey Hayes|Chad Hayes,Rob Cowan|Peter Safran|Tony DeRosa-Grund,Joseph Bishara
11637,Are We There Yet?,Ice Cube|Nia Long|Aleisha Allen|Philip Bolden|Jay Mohr,13,Brian Levant,J. David Stem|David N. Weiss|Steven Gary Banks|Claudia Grazioso,Ice Cube|Dan Kolsrud|Matt Alvarez,David Newman
226486,Tammy,Melissa McCarthy|Susan Sarandon|Kathy Bates|Allison Janney|Dan Aykroyd,40,Ben Falcone,Melissa McCarthy|Ben Falcone,Will Ferrell|Adam McKay|Melissa McCarthy,Michael Andrews
1584,School of Rock,Jack Black|Joan Cusack|Mike White|Sarah Silverman|Adam Pascal,75,Richard Linklater,Mike White,Scott Rudin,
9312,Mortal Kombat,Christopher Lambert|Robin Shou|Linden Ashby|Cary-Hiroyuki Tagawa|Bridgette Wilson,11,Paul W.S. Anderson,Ed Boon|John Tobias|Kevin Droney,Lawrence Kasanoff|Lauri Apelian|Alison Savitch,George S. Clinton
12153,White Chicks,Shawn Wayans|Marlon Wayans|Jaime King|Frankie Faison|Maitland Ward,15,Keenen Ivory Wayans,Marlon Wayans|Keenen Ivory Wayans|Shawn Wayans|Michael Anthony Snowden|Andrew McElfresh,Marlon Wayans|Keenen Ivory Wayans|Shawn Wayans|Rick Alvarez|Lee R. Mayes,
65057,The Descendants,George Clooney|Shailene Woodley|Amara Miller|Nick Krause|Robert Forster,17,Alexander Payne,Alexander Payne|Nat Faxon|Jim Rash,Jim Taylor|Alexander Payne|George Parra|Jim Burke|Tracy Boyd,
8326,Holes,Sigourney Weaver|Jon Voight|Tim Blake Nelson|Patricia Arquette|Shia LaBeouf,23,Andrew Davis,Louis Sachar|Louis Sachar,Andrew Davis|Mike Medavoy,Joel McNeely
35690,The Last Song,Miley Cyrus|Greg Kinnear|Bobby Coleman|Liam Hemsworth|Hallock Beals,14,Julie Anne Robinson,Nicholas Sparks|Jeff Van Wie,,
76203,12 Years a Slave,Chiwetel Ejiofor|Michael Fassbender|Lupita Nyong'o|Benedict Cumberbatch|Paul Dano,93,Steve McQueen,John Ridley,Brad Pitt|Arnon Milchan|Dede Gardner|Bill Pohlad|Anthony Katagas,Hans Zimmer
13497,Drumline,Nick Cannon|Zoe Saldana|Orlando Jones|Leonard Roberts|GQ,15,Charles Stone III,Shawn Schepps|Tina Gordon Chism,Wendy Finerman|Timothy M. Bourne|Jody Gerson,John Powell
35688,Why Did I Get Married Too?,Tyler Perry|Janet Jackson|Jill Scott|Sharon Leal|Malik Yoba,10,Tyler Perry,Tyler Perry,,
162,Edward Scissorhands,Johnny Depp|Winona Ryder|Dianne Wiest|Alan Arkin|Anthony Michael Hall,28,Tim Burton,Tim Burton|Caroline Thompson|Caroline Thompson,Tim Burton|Denise Di Novi,Danny Elfman
296096,Me Before You,Emilia Clarke|Sam Claflin|Janet McTeer|Charles Dance|Brendan Coyle,26,Thea Sharrock,Scott Neustadter|Michael H. Weber|Jojo Moyes,Karen Rosenfelt|Alison Owen,
103370,Madea's Witness Protection,Tyler Perry|Eugene Levy|Denise Richards|Doris Roberts|Devan Leos,11,Tyler Perry,Tyler Perry,Paul Hall|Tyler Perry|Ozzie Areu,
1051,The French Connection,Gene Hackman|Fernando Rey|Roy Scheider|Tony Lo Bianco|Marcel Bozzuffi,11,William Friedkin,Ernest Tidyman,Philip D'Antoni,
376659,Bad Moms,Mila Kunis|Kristen Bell|Kathryn Hahn|Christina Applegate|Jada Pinkett Smith,33,Jon Lucas|Scott Moore,Jon Lucas|Scott Moore,,
10073,Date Movie,Alyson Hannigan|Adam Campbell|Sophie Monk|Jennifer Coolidge|Fred Willard,22,Jason Friedberg|Aaron Seltzer,,Paul Schiff|Jason Friedberg|Jack L. Murray|Dawn Carter,David Kitay
16690,Return to Never Land,Harriet Owen|Blayne Weaver|Jeff Bennett|Kath Soucie|Corey Burton,12,Robin Budd|Donovan Cook,Temple Mathews,,
273895,Selma,David Oyelowo|Tom Wilkinson|Carmen Ejogo|André Holland|Omar J. Dorsey,38,Ava DuVernay,Paul Webb,Oprah Winfrey|Dede Gardner|Christian Colson|Jeremy Kleiner,
14873,The Jungle Book 2,John Goodman|Haley Joel Osment|Mae Whitman|Connor Funk|Bob Joles,9,Steve Trenbirth,Karl Geurs,Christopher Chase|Mary Thorne,Joel McNeely
8968,Boogeyman,Emily Deschanel|Barry Watson|Skye McCole Bartusiak|Lucy Lawless|Tory Mussett,17,Stephen T. Kay,Juliet Snowden|Stiles White,Sam Raimi|Gary Bryman,
9963,Premonition,Sandra Bullock|Julian McMahon|Courtney Taylor Burness|Nia Long|Shyann McClure,20,Mennan Yapo,Bill Kelly,Adam Shankman|Jennifer Gibgot|Ashok Amritraj|Sunil Perkash|Malcolm Petal,Klaus Badelt
15655,The Tigger Movie,Jim Cummings|Nikita Hopkins|Ken Sansom|John Fiedler|Peter Cullen,8,Jun Falkenstein,,Cheryl Abood,Harry Gregson-Williams
21208,Orphan,Vera Farmiga|Peter Sarsgaard|Isabelle Fuhrman|CCH Pounder|Jimmy Bennett,24,Jaume Collet-Serra,David Leslie Johnson|Alex Mace,Joel Silver|Leonardo DiCaprio|David Barrett|Henning Molfenter|Charlie Woebcken,John Ottman
272878,Max,Thomas Haden Church|Josh Wiggins|Lauren Graham|Robbie Amell|Mia Xitlali,34,Boaz Yakin,Sheldon Lettich|Boaz Yakin,Karen Rosenfelt|Ken Blancato,Trevor Rabin
9760,Epic Movie,Kal Penn|Adam Campbell|Jennifer Coolidge|Jayma Mays|Faune A. Chambers,18,Jason Friedberg|Aaron Seltzer,Jason Friedberg|Aaron Seltzer,Paul Schiff,Ed Shearmur
314365,Spotlight,Mark Ruffalo|Michael Keaton|Rachel McAdams|Liev Schreiber|John Slattery,74,Tom McCarthy,Tom McCarthy|Josh Singer,Steve Golin|Michael Sugar|Nicole Rocklin|Blye Pagon Faust,Howard Shore
13279,Lakeview Terrace,Samuel L. Jackson|Patrick Wilson|Kerry Washington|Ron Glass|Justin Chambers,17,Neil LaBute,David Loughery|David Loughery|Howard Korder,John Cameron|Will Smith|Orin Woinsky,Mychael Danna|Jeff Danna
1975,The Grudge 2,Sarah Michelle Gellar|Amber Tamblyn|Edison Chen|Arielle Kebbel|Jennifer Beals,21,Takashi Shimizu,Stephen Susco,Robert Tapert|Takashige Ichise,Christopher Young
33644,How Stella Got Her Groove Back,Angela Bassett|Taye Diggs|Whoopi Goldberg|Regina King|Suzzanne Douglas,38,Kevin Rodney Sullivan,Terry McMillan,Deborah Schindler,
1649,Bill & Ted's Bogus Journey,Keanu Reeves|Alex Winter|George Carlin|William Sadler|Joss Ackland,33,Peter Hewitt,Ed Solomon|Chris Matheson,Scott Kroopf,
9895,Man of the Year,Robin Williams|Christopher Walken|Laura Linney|Lewis Black|Jeff Goldblum,28,Barry Levinson,,James G. Robinson|David C. Robinson,Graeme Revell
9570,The Black Hole,Maximilian Schell|Anthony Perkins|Robert Forster|Joseph Bottoms|Ernest Borgnine,9,Gary Nelson,Bob Barbash|Jeb Rosebrook|Gerry Day,Ron W. Miller,John Barry
27579,The American,George Clooney|Violante Placido|Thekla Reuten|Paolo Bonacelli|Johan Leysen,20,Anton Corbijn,Rowan Joffe,George Clooney|Anne Carey|Grant Heslov|Jill Green|Ann Wingate,
16052,Selena,Jennifer Lopez|Edward James Olmos|Constance Marie|Jon Seda|Lupe Ontiveros,12,Gregory Nava,Gregory Nava,Robert Katz|Moctesuma Esparza,Dave Grusin
40264,Vampires Suck,Chris Riggi|Matt Lanter|Jenn Proske|Ken Jeong|Bradley Dodds,21,Jason Friedberg|Aaron Seltzer,Jason Friedberg|Aaron Seltzer,Jason Friedberg|Aaron Seltzer|Peter Safran,Christopher Lennertz
1164,Babel,Brad Pitt|Cate Blanchett|Gael García Bernal|Rinko Kikuchi|Adriana Barraza,50,Alejandro González Iñárritu,Guillermo Arriaga,Steve Golin|Alejandro González Iñárritu|Jon Kilik|Ann Ruark|Corinne Golden Weber,Gustavo Santaolalla
239678,This Is Where I Leave You,Jason Bateman|Tina Fey|Adam Driver|Rose Byrne|Corey Stoll,33,Shawn Levy,Jonathan Tropper,Paula Weinstein|Shawn Levy|Jeffrey Levine,
14359,Doubt,Meryl Streep|Philip Seymour Hoffman|Amy Adams|Viola Davis|Alice Drummond,45,John Patrick Shanley,John Patrick Shanley,Scott Rudin|Mark Roybal,
3989,Team America: World Police,Trey Parker|Matt Stone|Kristen Miller|Masasa Moyo|Daran Norris,6,Trey Parker,Trey Parker|Matt Stone|Pam Brady,Michael Polaire|Trey Parker|Matt Stone|Pam Brady|Frank C. Agnone II,Harry Gregson-Williams
76617,Texas Chainsaw 3D,Alexandra Daddario|Dan Yeager|Bill Moseley|Marilyn Burns|Tania Raymonde,20,John Luessenhop,Stephen Susco|Adam Marcus|Adam Marcus|Debra Sullivan|Debra Sullivan,Carl Mazzocone,John Frizzell
1710,Copycat,Sigourney Weaver|Holly Hunter|Will Patton|William McNamara|Harry Connick Jr.,15,Jon Amiel,Ann Biderman|David Madsen,Arnon Milchan|Mark Tarlov,Christopher Young
4258,Scary Movie 5,Simon Rex|Ashley Tisdale|Charlie Sheen|Lindsay Lohan|Erica Ash,19,Malcolm D. Lee,David Zucker|Pat Proft,,James L. Venable
20391,Paint Your Wagon,Lee Marvin|Clint Eastwood|Jean Seberg|Harve Presnell|Ray Walston,13,Joshua Logan,Alan Jay Lerner,Alan Jay Lerner|Tom Shaw,
10139,Milk,Sean Penn|Emile Hirsch|James Franco|Josh Brolin|Diego Luna,13,Gus Van Sant,Dustin Lance Black,Bruce Cohen,
335778,Risen,Tom Felton|Cliff Curtis|Joseph Fiennes|Peter Firth|Mark Killeen,30,Kevin Reynolds,Kevin Reynolds|Paul Aiello|Paul Aiello,Mickey Liddell|Patrick Aiello|Pete Shilaimon,Roque Baños
9645,Ghost Ship,Gabriel Byrne|Julianna Margulies|Desmond Harrington|Ron Eldard|Isaiah Washington,11,Steve Beck,Mark Hanlon|John Pogue,Robert Zemeckis|Joel Silver|Gilbert Adler,John Frizzell
55465,A Very Harold & Kumar Christmas,Neil Patrick Harris|John Cho|Elias Koteas|Danneel Ackles|Kal Penn,24,Todd Strauss-Schulson,Jon Hurwitz|Hayden Schlossberg,Greg Shapiro,William Ross
617,Wild Things,Matt Dillon|Kevin Bacon|Denise Richards|Neve Campbell|Theresa Russell,34,John McNaughton,Stephen Peters,Steven A. Jones|Rodney Liber,George S. Clinton
19904,The Stepfather,Dylan Walsh|Sela Ward|Penn Badgley|Amber Heard|Sherry Stringfield,15,Nelson McCormick,Donald E. Westlake|J.S. Cardone|Brian Garfield|Carolyn Lefcourt,Mark Morgan|Greg Mooradian,Charlie Clouser
48289,The Debt,Helen Mirren|Ciarán Hinds|Tom Wilkinson|Jessica Chastain|Sam Worthington,9,John Madden,Matthew Vaughn|Jane Goldman|Peter Straughan|Assaf Bernstein|Ido Rosenblum,Matthew Vaughn|Kris Thykier|Eduardo Rossoff|Eitan Evan,
243,High Fidelity,John Cusack|Iben Hjejle|Todd Louiso|Jack Black|Lisa Bonet,49,Stephen Frears,John Cusack|D.V. DeVincentis|Steve Pink|Scott Rosenberg,Tim Bevan|Rudd Simmons,Howard Shore
6933,One Missed Call,Shannyn Sossamon|Edward Burns|Ana Claudia Talancón|Ray Wise|Azura Skye,20,Eric Valette,Andrew Klavan,Scott Kroopf|Jennie Lew Tugend|Broderick Johnson|Andrew A. Kosove|Lauren Weissman,Johnny Klimek|Reinhold Heil
17182,Eye for an Eye,Sally Field|Kiefer Sutherland|Ed Harris|Beverly D'Angelo|Charlayne Woodard,17,John Schlesinger,Rick Jaffa|Amanda Silver,Michael I. Levy,
8848,The Bank Job,Jason Statham|Saffron Burrows|Stephen Campbell Moore|Daniel Mays|James Faulkner,27,Roger Donaldson,Dick Clement|Ian La Frenais,Charles Roven|Steve Chasman|Mairi Bett|Aaron Shuster,J. Peter Robinson
38,Eternal Sunshine of the Spotless Mind,Jim Carrey|Kate Winslet|Kirsten Dunst|Mark Ruffalo|Elijah Wood,19,Michel Gondry,Michel Gondry|Pierre Bismuth|Charlie Kaufman|Charlie Kaufman,Anthony Bregman|Steve Golin,Jon Brion
38303,You Again,Kristen Bell|Sigourney Weaver|Betty White|Kristin Chenoweth|Odette Annable,15,Andy Fickman,Moe Jelline,John J. Strauss|Andy Fickman|Betsy Sullenger|Eric Tannenbaum,
1266,Street Kings,Keanu Reeves|Forest Whitaker|Chris Evans|Hugh Laurie|Martha Higareda,48,David Ayer,Kurt Wimmer|Jamie Moss|James Ellroy,Erwin Stoff|Lucas Foster|Alexandra Milchan,Graeme Revell
107985,The World's End,Simon Pegg|Nick Frost|Martin Freeman|Eddie Marsan|Paddy Considine,55,Edgar Wright,Edgar Wright|Simon Pegg,Tim Bevan|Eric Fellner|Nira Park,Steven Price
14043,Nancy Drew,Emma Roberts|Josh Flitter|Max Thieriot|Rachael Leigh Cook|Tate Donovan,28,Andrew Fleming,Andrew Fleming|Tiffany Paulsen|Tiffany Paulsen,Jerry Weintraub,Ralph Sall
19901,Daybreakers,Ethan Hawke|Sam Neill|Willem Dafoe|Claudia Karvan|Isabel Lucas,16,Michael Spierig|Peter Spierig,Michael Spierig|Peter Spierig,Chris Brown|Bryan Furst|Sean Furst|Todd Fellman,Christopher Gordon
34016,She's Out of My League,Alice Eve|Jay Baruchel|Mike Vogel|Krysten Ritter|Debra Jo Rupp,14,Jim Field Smith,Sean Anders|John Morris,David B. Householter|Jimmy Miller,Michael Andrews
59860,Monte Carlo,Selena Gomez|Katie Cassidy|Cory Monteith|Leighton Meester|Andie MacDowell,16,Thomas Bezucha,Thomas Bezucha|Maria Maggenti|April Blair,Arnon Milchan|Denise Di Novi|Nicole Kidman|Alison Greenspan,Michael Giacchino
10069,Stay Alive,Jon Foster|Samaire Armstrong|Frankie Muniz|Jimmi Simpson|Wendell Pierce,20,William Brent Bell,,McG|James D. Stern|Erin Stam|Matthew Peterman|Adolfo Martínez Pérez,John Frizzell
9588,Quigley Down Under,Tom Selleck|Laura San Giacomo|Alan Rickman|Chris Haywood|Ron Haddrick,8,Simon Wincer,John Hill,Stanley O'Toole|Alexandra Rose,Basil Poledouris
12819,Alpha and Omega,Hayden Panettiere|Justin Long|Dennis Hopper|Christina Ricci|Danny Glover,12,Ben Gluck|Anthony Bell,Ben Gluck|Chris Denk,,
9954,The Covenant,Steven Strait|Laura Ramsey|Jessica Lucas|Taylor Kitsch|Chace Crawford,20,Renny Harlin,,Tom Rosenberg|Gary Lucchesi|Marc Silvestri,tomandandy
10115,Stick It,Jeff Bridges|Missy Peregrym|Vanessa Lengies|Maddy Curley|Nikki SooHoo,21,Jessica Bendinger,Jessica Bendinger,Gail Lyon,Michael Simpson
25132,Shorts,Jimmy Bennett|Kat Dennings|Jolie Vanier|William H. Macy|James Spader,29,Robert Rodriguez,Robert Rodriguez|Álvaro Rodríguez,Robert Rodriguez|Elizabeth Avellan,
577,To Die For,Nicole Kidman|Matt Dillon|Joaquin Phoenix|Casey Affleck|Illeana Douglas,14,Gus Van Sant,Buck Henry,Laura Ziskin|Leslie Morgan|Sandy Isaac,Danny Elfman
328387,Nerve,Emma Roberts|Dave Franco|Emily Meade|Miles Heizer|Juliette Lewis,22,Henry Joost|Ariel Schulman,Jessica Sharzer,Anthony Katagas|Allison Shearmur,Rob Simonsen
12690,Appaloosa,Viggo Mortensen|Ed Harris|Renée Zellweger|Jeremy Irons|Timothy Spall,14,Ed Harris,Ed Harris|Robert Knott,Ed Harris|Robert Knott|Ginger Sledge,Jeff Beal
9945,Vampires,James Woods|Daniel Baldwin|Sheryl Lee|Thomas Ian Griffith|Maximilian Schell,12,John Carpenter,Don Jakoby,Sandy King,
539,Psycho,Anthony Perkins|Vera Miles|John Gavin|Janet Leigh|Martin Balsam,30,Alfred Hitchcock,Joseph Stefano,Alfred Hitchcock,Bernard Herrmann
13596,My Best Friend's Girl,Dane Cook|Kate Hudson|Alec Baldwin|Jason Biggs|Diora Baird,33,Howard Deutch,Howard Deutch|Jordan Cahan,Adam Herz|Guymon Casady|Barry Katz|Brian Volk-Weiss|Jerry P. Jacobs,John Debney
226857,Endless Love,Alex Pettyfer|Gabriella Wilde|Robert Patrick|Rhys Wakefield|Emma Rigby,38,Shana Feste,Shana Feste|Joshua Safran,Pamela Abdy|Scott Stuber|Josh Schwartz|Stephanie Savage,
13159,Georgia Rule,Jane Fonda|Lindsay Lohan|Felicity Huffman|Dermot Mulroney|Cary Elwes,11,Garry Marshall,,,
47941,Under the Rainbow,Chevy Chase|Carrie Fisher|Eve Arden|Joseph Maher|Robert Donner,15,Steve Rash,,,
